,clean_title,Unnamed: 0,title,date,stock,year,day_of_week,month,news_VADER,news_compound,news_finbert_label,news_finbert_score
958,google announces incognito mode google map,570313.0,Google Announces Incognito Mode in Google Maps,2019-10-02,GOOGL,2019,2,10,Neutral,0.0,Neutral,0.9867863059043884
959,huawei phone lose access install google apps,570314.0,Huawei Phones Lose Access to Install Google's Apps,2019-10-02,GOOGL,2019,2,10,Negative,-0.4019,Negative,0.9998155236244202
960,looking newest sp 500 sector one year later,570315.0,Looking At The Newest S&P 500 Sector One Year Later,2019-09-30,GOOGL,2019,30,9,Neutral,0.0,Neutral,0.9999924898147583
961,alphabet tap former fda commissioner oversee health strategy policy cnbc,570316.0,'Alphabet taps former FDA commissioner to oversee health strategy and policy' -CNBC,2019-09-30,GOOGL,2019,30,9,Neutral,0.0,Neutral,0.9998204112052917
962,analyst facebook next face antitrust scrutiny,570317.0,Analyst: Facebook Next To Face Antitrust Scrutiny,2019-09-29,GOOGL,2019,29,9,Neutral,0.0,Negative,0.989974319934845
963,analyst apple service narrative largely priced stock longer attractive,570318.0,Analyst: Apple's Services Narrative Is Largely Priced In; Stock No Longer Attractive,2019-09-26,GOOGL,2019,26,9,Positive,0.4404,Positive,0.9999887943267822
964,oracle received request congressional state investigator information google,570319.0,Oracle Received Requests from Congressional and State Investigator for Information about Google,2019-09-26,GOOGL,2019,26,9,Neutral,0.0,Neutral,0.9990047812461853
965,united steelworker say worker google contractor hcl vote join usw,570320.0,United Steelworkers Says Workers At Google Contractor HCL Vote To Join USW,2019-09-24,GOOGL,2019,24,9,Positive,0.6124,Neutral,0.9999293088912964
966,starbucks google score legal victory europe fiat pay,570321.0,"Starbucks, Google Score Legal Victories In Europe; Fiat Has To Pay Up",2019-09-24,GOOGL,2019,24,9,Positive,0.0258,Positive,0.9991632699966431
967,google win righttobe forgotten fight france,570322.0,Google Wins Right-to-be Forgotten Fight With France,2019-09-24,GOOGL,2019,24,9,Positive,0.0772,Positive,0.9940059185028076
968,winner loser nomura cio spending survey,570323.0,Winners And Losers From Nomura CIO Spending Survey,2019-09-23,GOOGL,2019,23,9,Positive,0.1027,Neutral,0.840656042098999
969,alphabet chipotle fast money halftime report pick september 23,570324.0,"Alphabet, Chipotle And More 'Fast Money Halftime Report' Picks From September 23",2019-09-23,GOOGL,2019,23,9,Neutral,0.0,Neutral,0.9996685981750488
970,google play pas 499mo access 350 apps game droid life,570325.0,'Google Play Pass is Here: $4.99/Mo for Access to 350+ Apps and Games' -Droid Life,2019-09-23,GOOGL,2019,23,9,Positive,0.34,Neutral,0.9999914169311523
971,10 stock short seller throwing towel,570326.0,10 Stocks Where Short Sellers Are Throwing In The Towel,2019-09-23,GOOGL,2019,23,9,Neutral,0.0,Neutral,0.995135486125946
972,google say default co retain user google assistant audio recording case remain unchanged say store user audio data opt voice audio activity vaa setting set assistant,570327.0,"Google Says By Default, Co Does Not Retain Users' Google Assistant Audio Recordings; This Has Been The Case, And Will Remain Unchanged; Says To Store User Audio Data, They Can Opt In To Voice & Audio Activity (Vaa) Setting When They Set Up Assistant",2019-09-23,GOOGL,2019,23,9,Neutral,0.0,Neutral,0.9999932050704956
973,google ceo say co invest 3b expand european data center,570328.0,Google CEO Says Co to Invest €3B to Expand European Data Centers,2019-09-20,GOOGL,2019,20,9,Positive,0.3182,Neutral,0.9994621872901917
974,senator mark warner say google must accountable china work,570329.0,Senator Mark Warner Says Google Must Be Accountable For China Work,2019-09-19,GOOGL,2019,19,9,Neutral,0.0,Neutral,0.9941554069519043
975,google say google pay india monthly user 67m,570330.0,Google Says Google Pay India Monthly Users at 67M,2019-09-19,GOOGL,2019,19,9,Negative,-0.1027,Neutral,0.999995231628418
976,drug dealer peddling steroid facebook youtube earlier washington post article,570331.0,'Drug dealers are peddling steroids on Facebook and YouTube' -Earlier Washington Post Article $,2019-09-16,GOOGL,2019,16,9,Neutral,0.0,Neutral,0.999871015548706
977,here google got fossil 40 million deal wareable,570332.0,'Here's what Google got from Fossil in its $40 million deal' -Wareable,2019-09-16,GOOGL,2019,16,9,Neutral,0.0,Neutral,0.9997013211250305
978,google announce answer iphone 11 oct 15 tweet cnbc,570333.0,'Google will announce its answer to iPhone 11 on Oct. 15' -Tweets CNBC,2019-09-16,GOOGL,2019,16,9,Neutral,0.0,Neutral,0.999922513961792
979,dan nathans alphabet option trade,570334.0,Dan Nathan's Alphabet Options Trade,2019-09-15,GOOGL,2019,15,9,Neutral,0.0,Neutral,0.9996404647827148
980,house committee request tech executive email antitrust probe wsj,570335.0,'House Committee Requests Tech Executives' Emails in Antitrust Probe' -WSJ,2019-09-13,GOOGL,2019,13,9,Neutral,0.0,Neutral,0.9998712539672852
981,todd gordons alphabet option trade,570336.0,Todd Gordon's Alphabet Options Trade,2019-09-12,GOOGL,2019,12,9,Neutral,0.0,Neutral,0.9994235038757324
982,cv shake shack fast money halftime report pick september 12,570337.0,"CVS, Shake Shack And More 'Fast Money Halftime Report' Picks From September 12",2019-09-12,GOOGL,2019,12,9,Negative,-0.1779,Neutral,0.9989959597587585
983,hearing google agreed 500m fine french authority settle fiscal fraud probe,570338.0,"Hearing Google Has Agreed To €500M Fine By French Authorities, Will Settle Fiscal Fraud Probe",2019-09-12,GOOGL,2019,12,9,Negative,-0.1531,Neutral,0.9990373849868774
984,nlrb say google must tell employee free speak work condition topic,570339.0,"NLRB Says Google Must Tell Employees They Are Free to Speak Out About Work Conditions, Other Topics",2019-09-12,GOOGL,2019,12,9,Positive,0.5106,Neutral,0.9998739957809448
985,google build second data center taiwan,570340.0,Google to Build Second Data Center in Taiwan,2019-09-12,GOOGL,2019,12,9,Neutral,0.0,Neutral,0.9999912977218628
986,eu court say germany must notify eu copyright law targeting google,570341.0,EU Court Says Germany Must Notify EU of Copyright Law Targeting Google,2019-09-12,GOOGL,2019,12,9,Neutral,0.0,Neutral,0.9997475743293762
987,google launch google play pas,570342.0,Google About to Launch Google Play Pass,2019-09-10,GOOGL,2019,10,9,Positive,0.34,Neutral,0.999581515789032
988,smart speaker shipment growing slowly 2019,570343.0,Smart Speaker Shipments Growing Slowly in 2019,2019-09-10,GOOGL,2019,10,9,Positive,0.5267,Positive,0.9999933242797852
989,app auto generates google shopping ad shopify,570344.0,App Auto Generates Google Shopping Ads For Shopify,2019-09-09,GOOGL,2019,9,9,Neutral,0.0,Neutral,0.9516568779945374
990,analyst react heavy selling pressure tech sector,570345.0,Analysts React To Heavy Selling Pressure In The Tech Sector,2019-09-09,GOOGL,2019,9,9,Negative,-0.296,Negative,0.999792754650116
991,texas attorney general say formal doc request sent google today,570346.0,Texas Attorney General Says Formal Doc Request Has Been Sent To Google Today,2019-09-09,GOOGL,2019,9,9,Neutral,0.0,Neutral,0.9996281862258911
992,tennessee attorney general say attorney general looking alphabetgoogle acquisition co google took stake rolled similar product,570347.0,"Tennessee Attorney General Says Attorney Generals Will Be Looking Into Alphabet/Google Acquisitions, Cos. Google Took Stakes In Then Rolled Out Similar Products",2019-09-09,GOOGL,2019,9,9,Neutral,0.0,Neutral,0.9999710321426392
993,huawei confirmed berlin series installed carry apps launched sept 19 china national business daily,570348.0,"'.@Huawei confirmed at #IFA2019 in Berlin that #Mate30 series will be installed with #Android10, but will not carry any #Google apps when launched on Sept. 19. ' -China's National Business Daily",2019-09-09,GOOGL,2019,9,9,Positive,0.128,Neutral,0.9999732971191406
994,treasury secretary say meeting digital company week discus france digital tax issue,570349.0,Treasury Secretary Says Meeting With Digital Companies This Week To Discuss France Digital Tax Issue,2019-09-09,GOOGL,2019,9,9,Positive,0.2023,Neutral,0.9998729228973389
995,google say support responsible political ad comply local legislation following russian accusation distributed political advertising sunday election,570350.0,"Google Says It Supports Responsible Political Ads That Comply With Local Legislation, Following Russian Accusation It Distributed Political Advertising During Sunday Elections",2019-09-09,GOOGL,2019,9,9,Positive,0.4588,Neutral,0.9999260902404785
996,facebook dating v matchcom v tinder,570351.0,Facebook Dating Vs. Match.com Vs. Tinder,2019-09-07,GOOGL,2019,7,9,Neutral,0.0,Neutral,0.9999401569366455
997,google parent alphabet received civil investigative demand doj aug 30 seek information document related prior antitrust investigation u elsewhere,570352.0,Google Parent Alphabet Received Civil Investigative Demand from DoJ on Aug. 30; Seeks Information and Documents Related to Prior Antitrust Investigations in U.S. and Elsewhere,2019-09-06,GOOGL,2019,6,9,Negative,-0.128,Neutral,0.9991763234138489
998,google file patent using ai track baby body eye movement cnbc,570353.0,'Google files patent for using A.I. to track a baby's body and eye movements ' -CNBC,2019-09-06,GOOGL,2019,6,9,Neutral,0.0,Neutral,0.9997894167900085
999,texas attorney general announce launch multistate investigation whether big tech company broke antitrust law monday,570354.0,Texas Attorney General To Announce Launch Of Multistate Investigation Into Whether Big Tech Companies Broke Antitrust Law On Monday,2019-09-06,GOOGL,2019,6,9,Negative,-0.4215,Neutral,0.9998843669891357
1000,state launch google facebook antitrust probe wsj,570355.0,"'States to Launch Google, Facebook Antitrust Probes' -WSJ",2019-09-06,GOOGL,2019,6,9,Neutral,0.0,Neutral,0.9998648166656494
1001,new york ag confirms antitrust investigation facebook google reportedly next,570356.0,"New York AG Confirms Antitrust Investigation Into Facebook, Google Is Reportedly Next",2019-09-06,GOOGL,2019,6,9,Neutral,0.0,Neutral,0.9983538389205933
1002,russian watchdog say sent request google facebook asking ban political ad upcoming local election say facebook google comply political ad ban russia consider election interference,570357.0,"Russian Watchdog Says It Has Sent Requests To Google And Facebook Asking For Ban On Political Ads During Upcoming Local Election; Says If Facebook And Google Do Not Comply With Political Ads Ban, Russia Will Consider This Election Interference",2019-09-06,GOOGL,2019,6,9,Negative,-0.802,Neutral,0.9994913339614868
1003,telenav say gm contact unaffected deal automaker google,570358.0,"Telenav Says GM Contact Unaffected By Deal Between Automaker, Google",2019-09-06,GOOGL,2019,6,9,Neutral,0.0,Neutral,0.9999765157699585
1004,state launching google facebook antitrust probe google probe announced monday,570359.0,"States Launching Google, Facebook Antitrust Probes;  Google Probe to Be Announced Monday",2019-09-06,GOOGL,2019,6,9,Neutral,0.0,Neutral,0.9998937845230103
1005,analyst google could buy nutanix,570360.0,Analyst: Why Google Could Buy Nutanix,2019-09-05,GOOGL,2019,5,9,Neutral,0.0,Neutral,0.7465291619300842
1006,gm deploy google system time lightswitch change,570361.0,"GM Will Deploy Google System Over Time, No Lightswitch Change",2019-09-05,GOOGL,2019,5,9,Neutral,0.0,Neutral,0.999261200428009
1007,share several largecap company trading higher broader stock market chinese minister commerce said leader u china set meet washington dc early october,570362.0,Shares of several large-cap companies are trading higher with the broader stock market after the Chinese Minister of Commerce said the leaders of the U.S. and China are set to meet in Washington D.C in early October.,2019-09-05,GOOGL,2019,5,9,Positive,0.296,Neutral,0.973171055316925
1008,trefis research report suggests google could acquire nutanix 9 billionto cloud ambition,570363.0,Trefis Research Report Suggests 'Google Could Acquire Nutanix For $9 BillionTo Further Its Cloud Ambitions',2019-09-05,GOOGL,2019,5,9,Neutral,0.0,Neutral,0.993738055229187
1009,facebook google twitter meeting u security official facebook hq wed discus 2020 u election,570364.0,"Facebook, Google, Twitter Meeting With US Security Officials At Facebook HQ Wed. To Discuss 2020 US Election",2019-09-04,GOOGL,2019,4,9,Positive,0.34,Neutral,0.9999958276748657
1010,tech company source say theyve heard big state ag tech crackdown google possibly others led ag mississippiago txag utahag nebraska tweet charlie gasparino,570365.0,'Tech company sources say they've heard the big state AG tech crackdown on @Google and possibly others will be led by AGs in @MississippiAGO @TXAG @UtahAG and Nebraska...' -Tweet From Charlie Gasparino,2019-09-04,GOOGL,2019,4,9,Neutral,0.0,Neutral,0.9999233484268188
1011,google fined 170m ftc accusation child privacy violation youtube,570366.0,Google Fined $170M By FTC Over Accusations Of Child Privacy Violations By YouTube,2019-09-04,GOOGL,2019,4,9,Negative,-0.6369,Negative,0.9805907607078552
1012,td ameritrade roll new handsfree google assistant integration,570367.0,TD Ameritrade Rolls Out New Hands-Free Google Assistant Integration,2019-09-04,GOOGL,2019,4,9,Neutral,0.0,Neutral,0.9997956156730652
1013,ftc fine google 170 million violating childrens privacy youtube ny time,570368.0,'F.T.C. Fines Google $170 Million for Violating Children's Privacy on YouTube' NY Times,2019-09-04,GOOGL,2019,4,9,Negative,-0.4019,Neutral,0.7755004167556763
1014,td ameritrade customer use google assistant access account,570369.0,TD Ameritrade Customers Can Use Google Assistant to Access Accounts,2019-09-04,GOOGL,2019,4,9,Neutral,0.0,Neutral,0.999996542930603
1015,google emerges target new state attorney general antitrust probe washington post,570370.0,'Google emerges as target of a new state attorneys general antitrust probe' -Washington Post,2019-09-03,GOOGL,2019,3,9,Neutral,0.0,Neutral,0.9994958639144897
1016,cloud tech investor reveals top pick,570371.0,It's All In The Cloud: Tech Investor Reveals Her Top Picks,2019-09-03,GOOGL,2019,3,9,Positive,0.2023,Positive,0.9999972581863403
1017,google pay 200m settle ftc youtube investigation politico,570372.0,'Google to pay up to $200M to settle FTC YouTube investigation' -POLITICO,2019-08-30,GOOGL,2019,30,8,Negative,-0.1027,Neutral,0.9998296499252319
1018,reason investigate internet etf,570373.0,Reasons To Investigate This Internet ETF,2019-08-30,GOOGL,2019,30,8,Neutral,0.0,Neutral,0.9972820281982422
1019,google pay 200m settle ftc youtube investigation,570374.0,Google To Pay Up To $200M To Settle FTC Youtube Investigation,2019-08-30,GOOGL,2019,30,8,Negative,-0.1027,Neutral,0.9998306035995483
1020,google facing another eu antitrust probe time job search tool cnbc yesterday,570375.0,'Google is facing another EU antitrust probe — this time over its jobs search tool' -CNBC From Yesterday,2019-08-29,GOOGL,2019,29,8,Neutral,0.0,Negative,0.985228419303894
1021,report u official move block transpacific cable,570376.0,Report: US Officials Move To Block Trans-Pacific Cable,2019-08-28,GOOGL,2019,28,8,Negative,-0.4404,Neutral,0.9999959468841553
1022,u official seeking block undersea cable backed google facebook inc chinese partner wsj report,570377.0,"US Officials Are Seeking To Block An Undersea Cable Backed By Google, Facebook Inc. And A Chinese Partner, WSJ Reports",2019-08-28,GOOGL,2019,28,8,Negative,-0.4215,Neutral,0.9999486207962036
1023,google move pixel smartphone production vietnam nikkei,570378.0,'Google to move Pixel smartphone production to Vietnam' -Nikkei,2019-08-28,GOOGL,2019,28,8,Neutral,0.0,Neutral,0.999901533126831
1024,central figure charged theft autonomous vehicle trade secret case,570379.0,Central Figure Charged With Theft In Autonomous Vehicle Trade Secrets Case,2019-08-27,GOOGL,2019,27,8,Negative,-0.2023,Neutral,0.9979752898216248
1025,former google uber selfdriving tech engineer levandowski indicted ip theft charge,570380.0,"Former Google, Uber Self-Driving Tech Engineer Levandowski Indicted On IP Theft Charges",2019-08-27,GOOGL,2019,27,8,Neutral,0.0,Neutral,0.9840986132621765
1026,department justice file criminal charge anthony levandowski alleging theft alphabet trade secret justice department say levandowski stole engineering detail lidar technology eventually working uber,570381.0,Department Of Justice Files Criminal Charges Against Anthony Levandowski Alleging Theft Of Alphabet Trade Secrets;  Justice Department Says Levandowski Stole Engineering Details For Lidar Technology Before Eventually Working At Uber,2019-08-27,GOOGL,2019,27,8,Positive,0.5267,Neutral,0.962240993976593
1027,morgan stanley maintains overweight google maintains 1450 target firm note bottom sizing google map monetization discover feedand googls new ecommerce product show potential add 5bn 450bp 20 website,570382.0,"Morgan Stanley Maintains Overweight On Google, Maintains $1,450 Target As Firm Notes 'our bottom up sizing of Google Maps monetization, Discover Feed,and GOOGL's new eCommerce products shows the potential to add ~$5bn (~450bp) to '20 Websites'",2019-08-27,GOOGL,2019,27,8,Negative,-0.3612,Positive,0.9998302459716797
1028,arbutus biopharma corp co expects record charge 58 mln excluding amount potential award attorney fee q3 bloomberg,570383.0,"'Arbutus Biopharma Corp - Co Expects To Record A Charge Of About $5.8 Mln, Excluding The Amount Of Any Potential Award Of Attorneys' Fees In Q3' -Bloomberg",2019-08-26,GOOGL,2019,26,8,Positive,0.5423,Neutral,0.9999377727508545
1029,baidu replaces google become number two smart speaker market q2 2019 canalys,570384.0,'Baidu replaces Google to become number two in smart speaker market in Q2 2019' -Canalys,2019-08-26,GOOGL,2019,26,8,Positive,0.4588,Neutral,0.9998040795326233
1030,share several largecap company trading higher amid easing trade tension president trump said china ready come back negotiating table,570385.0,Shares of several large-cap companies are trading higher amid easing trade tensions. President Trump said China is ready to come back to the negotiating table.,2019-08-26,GOOGL,2019,26,8,Positive,0.5267,Positive,0.9576491117477417
1031,french u finance official agree draft proposal france digital tax submit head state monday,570386.0,"French, US Finance Officials Agree on a Draft Proposal on France's Digital Tax; Will Submit to Heads of State on Monday",2019-08-26,GOOGL,2019,26,8,Positive,0.3612,Neutral,0.9999973773956299
1032,share several largecap company trading lower sympathy overall market escalated trade tension china announced plan impose 5 10 tariff rate 75 billion worth u good,570387.0,Shares of several large-cap companies are trading lower in sympathy with the overall market on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods.,2019-08-23,GOOGL,2019,23,8,Positive,0.4215,Neutral,0.9950736165046692
1033,hearing germany planning gaiax cloud rival google amazon unconfirmed,570388.0,Hearing Germany Planning 'Gaia-X' Cloud Rival To Google And Amazon; Unconfirmed,2019-08-22,GOOGL,2019,22,8,Positive,0.0516,Negative,0.8459847569465637
1034,eu official want set 100 billion wealth fund bolster european champion american chinese business rival like google apple alibaba,570389.0,"EU Officials Want To Set Up A €100 Billion Wealth Fund To Bolster ""European Champions"" Against American And Chinese Business Rivals Like Google, Apple And Alibaba",2019-08-22,GOOGL,2019,22,8,Positive,0.872,Positive,0.9914050102233887
1035,microsoft latest criticized using human listen user audio,570390.0,Microsoft The Latest To Be Criticized For Using Humans To Listen To User Audio,2019-08-22,GOOGL,2019,22,8,Negative,-0.3612,Positive,0.6544389724731445
1036,kohl snap fast money pick august 22,570391.0,"Kohl's, Snap And More 'Fast Money' Picks For August 22",2019-08-22,GOOGL,2019,22,8,Neutral,0.0,Neutral,0.9998525381088257
1037,google collaborates telangana government india digital telangana,570392.0,Google Collaborates with Telangana Government in India for 'Digital Telangana',2019-08-22,GOOGL,2019,22,8,Neutral,0.0,Neutral,0.9987909197807312
1038,loup venture analyzes voice assistant google best siri alexa improved,570393.0,"Loup Ventures Analyzes Voice Assistants: Google Bests Siri And Alexa, But All Are Improved",2019-08-21,GOOGL,2019,21,8,Positive,0.8074,Positive,0.9861876964569092
1039,dxc technology google cloud announce global partnership drive innovation enterprise scale,570394.0,DXC Technology and Google Cloud Announce Global Partnership To 'Drive Innovation For Enterprises At Scale',2019-08-20,GOOGL,2019,20,8,Positive,0.3818,Positive,0.9960225820541382
1040,state attorney general move forward antitrust probe big tech company state effort could dovetail justice dept probe,570395.0,State Attorneys General to Move Forward With Antitrust Probe Of Big Tech Companies; State Effort Could Dovetail With Justice Dept. Probe,2019-08-19,GOOGL,2019,19,8,Positive,0.5267,Neutral,0.999957799911499
1041,share several largecap company trading higher renewed optimism solution uschina trade war,570396.0,Shares of several large-cap companies are trading higher on renewed optimism for a solution to the U.S.-China trade war.,2019-08-19,GOOGL,2019,19,8,Positive,0.4767,Positive,0.999985933303833
1042,wow report google manipulated 26 million 16 million vote hillary clinton 2016 election put clinton supporter trump supporter google sued victory even bigger tweet trump,570397.0,"'Wow, Report Just Out! Google manipulated from 2.6 million to 16 million votes for Hillary Clinton in 2016 Election! This was put out by a Clinton supporter, not a Trump Supporter! Google should be sued. My victory was even bigger...' -Tweets Trump",2019-08-19,GOOGL,2019,19,8,Positive,0.6597,Neutral,0.9817219376564026
1043,google shuts service provided wireless carrier globally showed weak spot network coverage,570398.0,Google Shuts Down Service Provided to Wireless Carriers Globally That Showed Weak Spots in Their Network Coverage,2019-08-19,GOOGL,2019,19,8,Negative,-0.4404,Negative,0.9999997615814209
1044,day market history google ipo,570399.0,This Day In Market History: The Google IPO,2019-08-19,GOOGL,2019,19,8,Neutral,0.0,Neutral,0.9999322891235352
1045,analyst say nvidia following earnings beat,570400.0,What Analysts Have To Say About Nvidia Following Earnings Beat,2019-08-16,GOOGL,2019,16,8,Neutral,0.0,Positive,0.9999995231628418
1046,share several largecap company trading higher broader market renewed optimism surrounding uschina trade talk donald trump announced earlier week would delay additional tariff chinese good december,570401.0,Shares of several large-cap companies are trading higher with the broader market on renewed optimism surrounding US-China trade talks after Donald Trump announced earlier in the week that he would delay additional tariffs on Chinese goods until December.,2019-08-16,GOOGL,2019,16,8,Positive,0.743,Positive,0.9990215301513672
1047,trump administration urged congress make permanent expiring legal authority empowers national security agency gain access log american domestic communication tweet ny time,570402.0,'The Trump administration has urged Congress to make permanent the expiring legal authority that empowers the National Security Agency to gain access to logs of Americans' domestic communications...' -Tweet From NY Times,2019-08-15,GOOGL,2019,15,8,Positive,0.765,Neutral,0.9998507499694824
1048,q2 13f roundup buffett einhorn ackman others adjusted portfolio,570403.0,"Q2 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",2019-08-15,GOOGL,2019,15,8,Neutral,0.0,Neutral,0.9999946355819702
1049,appaloosa 13f show raised stake google unitedhealth cut stake vistra energy tmobile facebook took new stake intelsat,570404.0,"Appaloosa 13F Shows Raised Stakes In Google, UnitedHealth, Cut Stakes In Vistra Energy, T-Mobile, Facebook, Took New Stake In Intelsat",2019-08-14,GOOGL,2019,14,8,Neutral,0.0,Neutral,0.9998911619186401
1050,suntrust internet stock outperforming sp 500,570405.0,SunTrust: Internet Stocks Outperforming S&P 500,2019-08-13,GOOGL,2019,13,8,Neutral,0.0,Neutral,0.7160285115242004
1051,watching facebook alphabet major tech name amid report ftc chair say prepared break major tech platform undoing past merger necessary,570406.0,"Watching Facebook, Alphabet, Other Major Tech Names Amid Report FTC Chair Says Prepared To Break Up Major Tech Platforms By Undoing Past Mergers If Necessary",2019-08-13,GOOGL,2019,13,8,Positive,0.2263,Neutral,0.9979482293128967
1052,share several largecap company trading higher sympathy overall market u announced excluding delaying additional 10 tariff certain product,570407.0,Shares of several large-cap companies are trading higher in sympathy with the overall market after the U.S. announced it is excluding and delaying the additional 10% tariff on certain products.,2019-08-13,GOOGL,2019,13,8,Positive,0.7003,Positive,0.8686411380767822
1053,google job search draw antitrust complaint rival,570408.0,Google's Jobs Search Draws Antitrust Complaints From Rivals,2019-08-13,GOOGL,2019,13,8,Negative,-0.296,Negative,0.7746949791908264
1054,russia tell google advertise illegal event following protest moscow,570409.0,Russia Tells Google Not to Advertise Illegal Events Following Protest in Moscow,2019-08-11,GOOGL,2019,11,8,Negative,-0.6808,Neutral,0.9993875026702881
1055,lesson capital one data breach cloud vulnerable shouldnt forget,570410.0,"The Lesson From The Capital One Data Breach: The Cloud Is Vulnerable, And We Shouldn't Forget It",2019-08-09,GOOGL,2019,9,8,Negative,-0.0603,Negative,0.9985402822494507
1056,huawei google dont need anymore,570411.0,Huawei To Google: We Don't Need You Anymore,2019-08-09,GOOGL,2019,9,8,Neutral,0.0,Neutral,0.9995569586753845
1057,amazon seek faa approval prime air drone,570412.0,Amazon Seeks FAA Approval For Its Prime Air Drone,2019-08-08,GOOGL,2019,8,8,Positive,0.5859,Positive,0.8783180117607117
1058,share several consumer technology company trading higher sympathy overall market,570413.0,Shares are several consumer technology companies are trading higher in sympathy with the overall market.,2019-08-08,GOOGL,2019,8,8,Positive,0.5719,Positive,0.9999808073043823
1059,chinese cloud service rivalry heat alibaba tencent face,570414.0,"Chinese Cloud Services Rivalry Heats Up As Alibaba, Tencent Face Off",2019-08-08,GOOGL,2019,8,8,Neutral,0.0,Neutral,0.9978711605072021
1060,cnbc tweet amd land google twitter customer newest server chip,570415.0,"CNBC Tweet: AMD lands Google, Twitter as customers with newest server chip.",2019-08-07,GOOGL,2019,7,8,Neutral,0.0,Neutral,0.9995090961456299
1061,att disney fast money pick august 7,570416.0,"AT&T, Disney And More 'Fast Money' Picks For August 7",2019-08-07,GOOGL,2019,7,8,Neutral,0.0,Neutral,0.9998892545700073
1062,disney q3 earnings conference call expect co conclude deal apple amazon google distribution partner,570417.0,"From Disney Q3 Earnings Conference Call: Expect Co. To Conclude Deals With Apple, Amazon, Google, Other Distribution Partners",2019-08-06,GOOGL,2019,6,8,Positive,0.1779,Neutral,0.9999390840530396
1063,series trump tweet emphasizes watching google closely,570418.0,Series Of Trump Tweets Emphasizes 'We are watching Google very closely!',2019-08-06,GOOGL,2019,6,8,Neutral,0.0,Neutral,0.9998550415039062
1064,hearing cowen say amd may announce google cpu customer tomorrow event,570419.0,Hearing Cowen Says AMD May Announce Google As A CPU Customer At tomorrow's Event,2019-08-06,GOOGL,2019,6,8,Neutral,0.0,Neutral,0.9999961853027344
1065,share several largecap company trading lower overall market renewed uschina trade tension president trump announced additional 10 tariff 300 billion worth chinese good china manipulating currency announced buying agricultural product u,570420.0,Shares of several large-cap companies are trading lower with the overall market on renewed US-China trade tensions. President Trump announced an additional 10% tariff on $300 billion worth of Chinese goods. China is manipulating its currency and announced they are not buying any agricultural products from the U.S.,2019-08-05,GOOGL,2019,5,8,Neutral,0.0,Neutral,0.9911929965019226
1066,analyst share view fang stock apple,570421.0,Analysts Share Their View On FANG Stocks And Apple,2019-08-02,GOOGL,2019,2,8,Positive,0.296,Neutral,0.9979670643806458
1067,mkm partner assumes alphabet buy announces 145k price target,570422.0,"MKM Partners Assumes Alphabet at Buy, Announces $1.45K Price Target",2019-08-02,GOOGL,2019,2,8,Neutral,0.0,Positive,0.9917592406272888
1068,google suspends transcription recording voice assistant europe cnbc,570423.0,'Google suspends transcriptions of recordings from its voice assistant in Europe' -CNBC,2019-08-01,GOOGL,2019,1,8,Neutral,0.0,Neutral,0.7923645973205566
1069,amgen alphabet fast money halftime report pick july 31,570424.0,"Amgen, Alphabet And More 'Fast Money Halftime Report' Picks From July 31",2019-07-31,GOOGL,2019,31,7,Neutral,0.0,Neutral,0.9985180497169495
1070,didnt want die one woman turned trading option fund lifeextending stem cell treatment,570425.0,'I Didn't Want To Die': Why One Woman Turned To Trading Options To Fund Life-Extending Stem Cell Treatments,2019-07-31,GOOGL,2019,31,7,Positive,0.4449,Neutral,0.9986683130264282
1071,apple iphone loyalty compare samsung google,570426.0,How Does Apple's iPhone Loyalty Compare To Samsung And Google?,2019-07-31,GOOGL,2019,31,7,Positive,0.5423,Neutral,0.997356653213501
1072,fastest crypto exchange world released retail market,570427.0,'Fastest Crypto Exchange In The World' Released To Retail Market,2019-07-31,GOOGL,2019,31,7,Neutral,0.0,Neutral,0.9965234398841858
1073,welcome minority report see pixel 4 gesture control technology,570428.0,Welcome To Minority Report: See The Pixel 4's Gesture Control Technology,2019-07-30,GOOGL,2019,30,7,Positive,0.4588,Neutral,0.999599277973175
1074,analyst google cloud could drop intel amd,570429.0,Analyst: Google Cloud Could Drop Intel For AMD,2019-07-30,GOOGL,2019,30,7,Negative,-0.2732,Neutral,0.5931848287582397
1075,apple today menu starring role china talk fed meeting,570430.0,"Apple On Today's Menu, With Starring Roles From China Talks, Fed Meeting",2019-07-30,GOOGL,2019,30,7,Neutral,0.0,Neutral,0.9984201192855835
1076,amd share spike 15 intel share fall 08 hearing lynx equity call suggesting google cloud could switch intel amd chip,570431.0,"AMD Shares Spike 1.5%, Intel Shares Fall 0.8% As Hearing Lynx Equity Out With A Call Suggesting Google Cloud Could Switch From Intel To AMD Chips",2019-07-30,GOOGL,2019,30,7,Positive,0.5267,Neutral,0.9923702478408813
1077,4 bank dont charge month fee checking account,570432.0,4 Banks That Don't Charge Month Fees For Checking Accounts,2019-07-30,GOOGL,2019,30,7,Neutral,0.0,Neutral,0.9999898672103882
1078,google cloud vmware highlight launch google cloud vmware solution cloudsimple,570433.0,"Google Cloud, VMware Highlight Launch Of Google Cloud VMware Solution By CloudSimple",2019-07-30,GOOGL,2019,30,7,Positive,0.5719,Neutral,0.9945213794708252
